score,title,company,location,countries,posted,url,source,department,contract_type,matched,first_seen,flags
126,Namibian Oil & Gas Project - Airswift,Airswift,Namibia,Namibia,2026-06-29,https://www.airswift.com/jobs/namibian-oil-gas-project-airswift-1276315,airswift,,Contract,"Namibia, fpso, offshore, subsea, commissioning, drilling, wells, piping, inspection, hse",2026-08-20 08:49:40,
118,Subsea Pre-commissioning Engineer,Saipem,Qatar,Qatar,2026-08-16,https://app.ncoreplat.com/jobposition/808577/subsea-pre-commissioning-engineer-qa/saipem-spa-qatar-branch,saipem,Asset Based (no Drilling),,"Qatar, lng, offshore, subsea, commissioning, drilling, pipeline, qa/qc, hse, safety",2026-08-21 12:46:29,
117,OSBL Area 3 - Field Construction Superintendent - Utilities,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/jKNHd0IK1,aldelia,,fixedTerm,"Mozambique, commissioning, pipeline, piping, welding, qa/qc, quality control, hse, safety, mechanical",2026-08-21 05:20:38,
114,Operations coordinator(RSESD),Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/035yob82z,aldelia,,fixedTerm,"Uganda, offshore, shutdown, drilling, inspection, hse, safety, mechanical, integrity, reliability",2026-08-21 05:20:38,
114,Operation – Field Support Engineer (Mechanical),WTS Energy,Nigeria,Nigeria,2026-07-22,https://www.wtsenergy.com/job/operation-field-support-engineer-mechanical/,wtsenergy,,PART_TIME,"Nigeria, commissioning, piping, welding, qa/qc, quality control, inspection, hse, safety, mechanical",2026-08-21 07:56:15,
107,Civil Structure Lead,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/sqUocIkN1,aldelia,,fixedTerm,"Mozambique, lng, commissioning, piping, qa/qc, hse, safety, mechanical, electrical, instrumentation",2026-08-21 05:20:38,
106,Rotating Supervisor,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/epr9RZLHx,aldelia,,fixedTerm,"Mozambique, lng, commissioning, rotating equipment, piping, qa/qc, inspection, hse, safety, mechanical",2026-08-21 05:20:38,
105,FPSO Marine System Engineer,Aldelia,Namibia,Namibia,,https://app.beehire.com/invite/PWveMvWOQ,aldelia,,fixedTerm,"Namibia, fpso, commissioning, piping, qa/qc, safety, mechanical, electrical, instrumentation, corrosion",2026-08-21 05:20:38,
105,Company Site Representative,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/MuObs-oGu,aldelia,,fixedTerm,"Mozambique, lng, offshore, subsea, wells, welding, quality control, hse, safety, corrosion",2026-08-21 05:20:38,
104,Senior Mechanical Engineer,Aldelia,"Emirates - World Islands - Dubai - United Arab Emirates, Dubai, United Arab Emirates",United Arab Emirates,,https://app.beehire.com/invite/6d_rXLxvX,aldelia,,permanent,"United Arab Emirates, offshore, commissioning, pipeline, piping, inspection, safety, mechanical, structural, reliability",2026-08-21 05:20:38,
102,Mechanical Commissioning Supervisor,Aldelia,"Dubai - United Arab Emirates, Dubai, United Arab Emirates",United Arab Emirates,,https://app.beehire.com/invite/g2HOa4TQW,aldelia,,permanent,"United Arab Emirates, commissioning, shutdown, completions, rotating equipment, piping, safety, mechanical, integrity, maintenance",2026-08-21 05:20:38,
102,Production Supervisor,Saipem,Saudi Arabia,Saudi Arabia,2026-07-28,https://app.ncoreplat.com/jobposition/806918/production-supervisor-sa/global-projects-services-ag,saipem,Energy Carriers,,"Saudi Arabia, offshore, commissioning, inspection, hse, safety, mechanical, reliability, maintenance, operations",2026-08-21 12:46:29,
101,PIMS (Project Information Management System) Completion Coordinator,WTS Energy,United Arab Emirates,United Arab Emirates,2026-07-14,https://www.wtsenergy.com/job/pims-project-information-management-system-completion-coordinator/,wtsenergy,,FULL_TIME,"United Arab Emirates, fpso, lng, offshore, commissioning, completions, qa/qc, safety, mechanical, integrity",2026-08-21 07:56:15,
98,Commissioning Engineer,Saipem,Saudi Arabia,Saudi Arabia,2026-06-17,https://app.ncoreplat.com/jobposition/801647/commissioning-engineer-sa/saudi-arabia,saipem,Energy Carriers,,"Saudi Arabia, offshore, commissioning, drilling, inspection, hse, safety, reliability, maintenance, operations",2026-08-21 12:46:29,
97,Technical Manager Terminals,TotalEnergies,"MAPUTO, Mozambique",Mozambique,,https://jobs.totalenergies.com/en_US/careers/JobDetail/Technical-Manager-Terminals/83446,totalenergies,,,"Mozambique, shutdown, inspection, hse, safety, mechanical, electrical, civil, integrity, reliability",2026-08-20 08:44:59,
97,Construction Superintendent (Piping),Airswift,"Sohar, Oman",Oman,2026-05-25,https://www.airswift.com/jobs/construction-superintendent-piping-1273573,airswift,,Contract,"Oman, lng, offshore, commissioning, completions, piping, hse, safety, mechanical, operations",2026-08-21 05:56:16,
96,Instrument Engineer,WTS Energy,Nigeria,Nigeria,2026-08-03,https://www.wtsenergy.com/job/instrument-engineer-3/,wtsenergy,,PART_TIME,"Nigeria, commissioning, shutdown, pipeline, safety, electrical, instrumentation, instrument, integrity, operations",2026-08-21 07:56:15,
96,Lead Safety Engineer,WTS Energy,Nigeria,Nigeria,2026-08-03,https://www.wtsenergy.com/job/lead-safety-engineer/,wtsenergy,,PART_TIME,"Nigeria, commissioning, shutdown, pipeline, safety, electrical, instrumentation, instrument, integrity, operations",2026-08-21 07:56:15,
95,Landfall Field Engineer / Onshore Works Lead,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/R1YbMh8yX,aldelia,,fixedTerm,"Mozambique, lng, offshore, subsea, commissioning, pipeline, mechanical, civil, engineer, manager",2026-08-21 05:20:38,
94,FPSO Lead HVAC Engineer,Aldelia,Namibia,Namibia,,https://app.beehire.com/invite/9DbRCQVDE,aldelia,,permanent,"Namibia, fpso, offshore, commissioning, hse, safety, mechanical, electrical, instrumentation, production",2026-08-21 05:20:38,
93,Field Construction Superintendent – Utilities,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/qI6Sfw805,aldelia,,fixedTerm,"Mozambique, lng, commissioning, pipeline, qa/qc, quality control, hse, safety, operations, superintendent",2026-08-21 05:20:38,
93,Various vacancies: Preparation Manager/Preparers/Field Engineers (Expats),Aldelia,Angola,Angola,,https://app.beehire.com/invite/MV4KEyX3G,aldelia,,fixedTerm,"Angola, offshore, commissioning, qa/qc, inspection, hse, safety, mechanical, electrical, instrumentation",2026-08-21 05:20:38,
92,FPSO QA/QC Lead,Aldelia,Namibia,Namibia,,https://app.beehire.com/invite/K0xap1nKc,aldelia,,permanent,"Namibia, fpso, commissioning, piping, welding, qa/qc, quality control, inspection, mechanical, structural",2026-08-21 05:20:38,
92,ICSS Commissioning Engineer,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/FIQ_-Ola8,aldelia,,fixedTerm,"Uganda, offshore, commissioning, drilling, hse, mechanical, electrical, instrumentation, instrument, maintenance",2026-08-21 05:20:38,
92,Instrument Commissioning Engineer,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/kqi4AXmJq,aldelia,,fixedTerm,"Uganda, offshore, commissioning, drilling, hse, mechanical, electrical, instrumentation, instrument, maintenance",2026-08-21 05:20:38,
92,ICSS (Integrated Control and Safety system) Lead,WTS Energy,United Arab Emirates,United Arab Emirates,2026-07-14,https://www.wtsenergy.com/job/icss-integrated-control-and-safety-system-lead/,wtsenergy,,FULL_TIME,"United Arab Emirates, lng, commissioning, shutdown, rotating equipment, hse, safety, mechanical, electrical, maintenance",2026-08-21 07:56:15,
92,FSU Commissioning Leader,WTS Energy,United Arab Emirates,United Arab Emirates,2026-07-14,https://www.wtsenergy.com/job/fsu-commissioning-leader/,wtsenergy,,PART_TIME,"United Arab Emirates, lng, commissioning, quality control, inspection, hse, safety, mechanical, electrical, operations",2026-08-21 07:56:15,
92,FLNG Commissioning Leader,WTS Energy,United Arab Emirates,United Arab Emirates,2026-07-14,https://www.wtsenergy.com/job/flng-commissioning-leader/,wtsenergy,,PART_TIME,"United Arab Emirates, lng, commissioning, quality control, inspection, hse, safety, mechanical, electrical, operations",2026-08-21 07:56:15,
91,SURF Lead Flowlines Engineer,Aldelia,Namibia,Namibia,,https://app.beehire.com/invite/tl01wVlLp,aldelia,,fixedTerm,"Namibia, offshore, subsea, commissioning, qa/qc, hse, safety, operations, production, engineer",2026-08-21 05:20:38,
91,Start Up Support Supervisor CPF - Relaunch,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/aPSASVR97,aldelia,,fixedTerm,"Uganda, shutdown, drilling, wells, safety, mechanical, electrical, maintenance, operations, production",2026-08-21 05:20:38,
91,"Mechanical Supervisor – Rotating Equipment (Pumps, Gearboxes, Compressors)-Open to Locals, not expats",Aldelia,Angola,Angola,,https://app.beehire.com/invite/s5vVNLYQf,aldelia,,fixedTerm,"Angola, offshore, rotating equipment, inspection, hse, safety, mechanical, reliability, maintenance, operations",2026-08-21 05:20:38,
91,Technical and Contracts Manager,WTS Energy,Nigeria,Nigeria,2026-08-20,https://www.wtsenergy.com/job/technical-and-contracts-manager/,wtsenergy,,PART_TIME,"Nigeria, offshore, turnaround, safety, maintenance, operations, superintendent, engineer, manager, contracts",2026-08-21 07:56:15,
90,Civil / Structure Engineer,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/QLCWCyeB7,aldelia,,fixedTerm,"Mozambique, lng, commissioning, hse, safety, mechanical, civil, structural, integrity, engineer",2026-08-21 05:20:38,
90,Instrumentation QC Inspector,Saipem,United Arab Emirates,United Arab Emirates,2026-08-05,https://app.ncoreplat.com/jobposition/807814/instrumentation-qc-inspector-ae/global-projects-services-ag,saipem,Energy Carriers,,"United Arab Emirates, offshore, drilling, quality control, inspector, inspection, safety, mechanical, instrumentation, supervisor",2026-08-21 12:46:29,
90,Scaffolding Supervisor,Saipem,Qatar,Qatar,2026-08-04,https://app.ncoreplat.com/jobposition/807698/scaffolding-supervisor-qa/saipem-spa-qatar-branch,saipem,Asset Based (no Drilling),,"Qatar, offshore, subsea, commissioning, drilling, pipeline, safety, operations, supervisor, manager",2026-08-21 12:46:29,
90,Project Technical Manager,Saipem,Qatar,Qatar,2026-06-04,https://app.ncoreplat.com/jobposition/799501/project-technical-manager-qa/saipem-spa-qatar-branch,saipem,Asset Based (no Drilling),,"Qatar, offshore, commissioning, qa/qc, hse, safety, mechanical, civil, operations, engineer",2026-08-21 12:46:29,
89,2026-44389 - ICSS/PLC Supervisor M/F,SPIE,,Angola,,https://www.join.spie-job.com/Pages/Offre/detailoffre.aspx?idOffre=44389&idOrigine=502&LCID=1036&offerReference=2026-44389,spie,,,"Angola, fpso, offshore, hse, safety, mechanical, integrity, maintenance, operations, supervisor",2026-08-21 12:40:20,
89,"Site Static Lead — Piping, Valves & Vessels",Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/-RxMN4dCH,aldelia,,fixedTerm,"Mozambique, commissioning, static equipment, piping, welding, qa/qc, hse, mechanical, electrical, instrumentation",2026-08-21 05:20:38,
89,Senior Well Site Geologist,Aldelia,Namibia,Namibia,,https://app.beehire.com/invite/ID7Lmm6Ep,aldelia,,fixedTerm,"Namibia, offshore, drilling, wells, quality control, hse, safety, structural, operations, supervisor",2026-08-21 05:20:38,
89,Senior ICSS/Instrument Engineer,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/tqcrdWk4G,aldelia,,fixedTerm,"Uganda, commissioning, inspection, safety, instrumentation, instrument, integrity, maintenance, operations, production",2026-08-21 05:20:38,
89,Civil Engineer,WTS Energy,Nigeria,Nigeria,2026-08-03,https://www.wtsenergy.com/job/civil-engineer-6/,wtsenergy,,PART_TIME,"Nigeria, commissioning, inspection, hse, safety, civil, structural, integrity, production, engineer",2026-08-21 07:56:15,
89,Pipefitter Foreman,Saipem,Offshore,Qatar,2026-07-24,https://app.ncoreplat.com/jobposition/806466/pipefitter-foreman-qa/global-projects-services-ag,saipem,Asset Based (no Drilling),,"Qatar, offshore, drilling, pipeline, piping, welding, safety, operations, supervisor, engineer",2026-08-21 12:46:29,rotational
87,Lifting / Rigging Specialist,Aldelia,"Dubai - United Arab Emirates, Dubai, United Arab Emirates",United Arab Emirates,,https://app.beehire.com/invite/JsNCGwOzH,aldelia,,fixedTerm,"United Arab Emirates, pipeline, inspection, hse, safety, mechanical, integrity, maintenance, operations, superintendent",2026-08-21 05:20:38,
87,Offshore Rigger,Saipem,Qatar,Qatar,2026-08-04,https://app.ncoreplat.com/jobposition/807706/offshore-rigger-qa/saipem-spa-qatar-branch,saipem,Asset Based (no Drilling),,"Qatar, offshore, subsea, commissioning, drilling, pipeline, safety, operations, supervisor, project",2026-08-21 12:46:29,
87,Rigger Foreman,Saipem,Qatar,Qatar,2026-08-04,https://app.ncoreplat.com/jobposition/807701/rigger-foreman-qa/saipem-spa-qatar-branch,saipem,Asset Based (no Drilling),,"Qatar, offshore, subsea, commissioning, drilling, pipeline, safety, operations, supervisor, project",2026-08-21 12:46:29,
87,PCCSU Electrical Lead,WTS Energy,United Arab Emirates,United Arab Emirates,2026-07-14,https://www.wtsenergy.com/job/pccsu-electrical-lead/,wtsenergy,,PART_TIME,"United Arab Emirates, lng, commissioning, rotating equipment, hse, safety, mechanical, electrical, maintenance, operations",2026-08-21 07:56:15,
86,Smart Room - Maintenance Engineer,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/A9rmkJevQ,aldelia,,fixedTerm,"Uganda, shutdown, hse, safety, mechanical, electrical, reliability, maintenance, operations, production",2026-08-21 05:20:38,
86,Turnover Engineer,Aldelia,United Arab Emirates,United Arab Emirates,,https://app.beehire.com/invite/qeWchZY5z,aldelia,,fixedTerm,"United Arab Emirates, offshore, commissioning, completions, inspection, mechanical, electrical, instrument, maintenance, operations",2026-08-21 05:20:38,
86,Maintenance & Inspection (M&I) Campaign Coordinator (Relaunch),Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/v1lq4VYaR,aldelia,,fixedTerm,"Uganda, fpso, drilling, inspection, hse, integrity, maintenance, operations, superintendent, planner",2026-08-21 05:20:38,
86,Senior Materialsman,Aldelia,"Dubai - United Arab Emirates, Dubai, United Arab Emirates",United Arab Emirates,,https://app.beehire.com/invite/FBJiCp5K_,aldelia,,fixedTerm,"United Arab Emirates, offshore, drilling, inspection, safety, integrity, operations, production, supervisor, superintendent",2026-08-21 05:20:38,
86,"Superintendent, Hull Outfitting",WTS Energy,Saudi Arabia,Saudi Arabia,2026-07-14,https://www.wtsenergy.com/job/superintendent-hull-outfitting/,wtsenergy,,FULL_TIME,"Saudi Arabia, commissioning, piping, inspection, hse, safety, mechanical, instrument, maintenance, production",2026-08-21 07:56:15,
86,Automation Engineer,Saipem,Qatar,Qatar,2026-06-28,https://app.ncoreplat.com/jobposition/803095/automation-engineer-qa/saipem-spa-qatar-branch,saipem,MMO,,"Qatar, offshore, commissioning, hse, safety, mechanical, electrical, instrumentation, operations, engineer",2026-08-21 12:46:29,
86,Electrical Engineer,Saipem,Saudi Arabia,Saudi Arabia,2026-05-27,https://app.ncoreplat.com/jobposition/798415/senior-electrical-engineer-saudi-sa/gps-international-vacancy,saipem,Energy Carriers,,"Saudi Arabia, offshore, commissioning, drilling, qa/qc, hse, safety, electrical, engineer, procurement",2026-08-21 12:46:29,
85,Lead Electrical HVAC Engineer (Maintenance and Operational Plant),Aldelia,"Kampala, Uganda, Kampala, Uganda",Uganda,,https://app.beehire.com/invite/j_R5JKwRQ,aldelia,,fixedTerm,"Uganda, commissioning, inspection, electrical, instrumentation, maintenance, operations, production, engineer, procurement",2026-08-21 05:20:38,
85,Rig Chief Electrician,Saipem,Saudi Arabia,Saudi Arabia,2026-08-10,https://app.ncoreplat.com/jobposition/808129/rig-chief-electrician-sa/saudi-arabian-saipem-co-ltd,saipem,Drilling Offshore,,"Saudi Arabia, offshore, drilling, hse, safety, electrical, instrumentation, maintenance, supervisor, engineer",2026-08-21 12:46:29,
84,Lifting Supervisor,Saipem,Mozambique,Mozambique,2026-07-15,https://app.ncoreplat.com/jobposition/805282/lifting-supervisor-mz/global-projects-services-ag,saipem,Energy Carriers,,"Mozambique, fpso, offshore, inspection, hse, safety, operations, supervisor, superintendent, engineer",2026-08-21 12:46:29,
83,Supply Chain and Procurement Director Tanzania (Locals),Aldelia,Tanzania,Tanzania,,https://app.beehire.com/invite/9eCDHFOSV,aldelia,,permanent,"Tanzania, lng, offshore, drilling, pipeline, maintenance, operations, production, contracts, procurement",2026-08-21 05:20:38,
83,Gas Insulated Switchgear (GIS) Technician Onshore (Maintenance),Aldelia,"Dubai - United Arab Emirates, Dubai, United Arab Emirates",United Arab Emirates,,https://app.beehire.com/invite/Xeumr_gEq,aldelia,,permanent,"United Arab Emirates, piping, safety, electrical, instrumentation, reliability, maintenance, operations, technician, supervisor",2026-08-21 05:20:38,
83,Supply Chain Lead (Upstream Oil & Gas Waste Management) – Kenya,WTS Energy,Kenya,Kenya,2026-08-06,https://www.wtsenergy.com/job/supply-chain-lead-upstream-oil-gas-waste-management-kenya-2/,wtsenergy,,FULL_TIME,"Kenya, drilling, hse, safety, integrity, maintenance, operations, cost control, contracts, procurement",2026-08-21 07:56:15,
83,ICSS Specialist,Saipem,Angola,Angola,2026-06-01,https://app.ncoreplat.com/jobposition/799110/icss-specialist-ao/saipem-luxembourg-angola-branch,saipem,Energy Carriers,,"Angola, offshore, hse, safety, electrical, instrumentation, instrument, maintenance, supervisor, superintendent",2026-08-21 12:46:29,
82,Project Package Manager (Mechanical),Saipem,Qatar,Qatar,2026-08-18,https://app.ncoreplat.com/jobposition/808748/project-package-manager-mechanical-qa/global-projects-services-ag,saipem,Asset Based (no Drilling),,"Qatar, offshore, commissioning, hse, mechanical, manager, procurement, project",2026-08-21 12:46:29,
81,Confirmed Wellsite Geologist,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/FHkPasI5X,aldelia,,permanent,"Uganda, drilling, quality control, hse, safety, electrical, reliability, maintenance, operations, production",2026-08-21 05:20:38,
81,Senior Wellsite Geologist,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/gTU--XpTz,aldelia,,fixedTerm,"Uganda, drilling, quality control, hse, safety, electrical, reliability, maintenance, operations, production",2026-08-21 05:20:38,
81,WHP Engineering Lead,WTS Energy,Nigeria,Nigeria,2026-08-03,https://www.wtsenergy.com/job/whp-engineering-lead/,wtsenergy,,PART_TIME,"Nigeria, drilling, pipeline, safety, integrity, operations, production, manager, contracts, procurement",2026-08-21 07:56:15,
81,Hydrotest Operator,Saipem,Offshore,Qatar,2026-07-02,https://app.ncoreplat.com/jobposition/803633/hydro-test-operator-qa/sourcing,saipem,Asset Based (no Drilling),,"Qatar, offshore, commissioning, pipeline, safety, maintenance, supervisor, engineer, project, rotational",2026-08-21 12:46:29,rotational
80,Scaffolder,Saipem,Qatar,Qatar,2026-08-04,https://app.ncoreplat.com/jobposition/807680/scaffolder-qa/saipem-spa-qatar-branch,saipem,Asset Based (no Drilling),,"Qatar, offshore, subsea, commissioning, drilling, pipeline, safety, project",2026-08-21 12:46:29,
80,Civil and Structural Engineer,Saipem,Mozambique,Mozambique,2026-05-29,https://app.ncoreplat.com/jobposition/798806/civil-and-structural-engineer-mz/gps-international-vacancy,saipem,Energy Carriers,,"Mozambique, lng, offshore, qa/qc, hse, safety, civil, structural, engineer, project",2026-08-21 12:46:29,
79,Lead Contracts Engineer,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/GuBMEKXbr,aldelia,,fixedTerm,"Uganda, offshore, drilling, civil, maintenance, operations, production, engineer, manager, contracts",2026-08-21 05:20:38,
79,PCCSU Process Lead,WTS Energy,United Arab Emirates,United Arab Emirates,2026-07-14,https://www.wtsenergy.com/job/pccsu-process-lead/,wtsenergy,,PART_TIME,"United Arab Emirates, lng, commissioning, rotating equipment, hse, safety, mechanical, operations, project",2026-08-21 07:56:15,
78,Project Manager,Aldelia,Republic of the Congo,Congo (Republic),,https://app.beehire.com/invite/Be4fQecEV,aldelia,,fixedTerm,"Congo (Republic), commissioning, rotating equipment, hse, safety, mechanical, electrical, manager, procurement, project",2026-08-21 09:42:59,
78,Drilling & Wells (DW) Operations Safety Leader (OSL),Aldelia,"Kampala, Uganda, Kampala, Uganda",Uganda,,https://app.beehire.com/invite/LXZpTrnW3,aldelia,,fixedTerm,"Uganda, drilling, wells, hse, safety, reliability, operations, contracts, project, rotational",2026-08-21 05:20:38,
78,Filling Centre Superintendent,TotalEnergies,"CAPE TOWN, South Africa",South Africa,,https://jobs.totalenergies.com/en_US/careers/JobDetail/Filling-Centre-Superintendent-Blackheath/83302,totalenergies,,,"South Africa, hse, safety, mechanical, electrical, instrumentation, integrity, operations, production, superintendent",2026-08-20 08:44:59,
78,"Job Title: Lead Commissioning Engineer (Mechanical/Piping) – Offshore, WHT’s, Platform, Subsea Cable",KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-06,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Job-Title--Lead-Commissioning-Engineer--Mechanical-Piping----Offshore--WHT-s--Platform--Subsea-Cable_R2127826/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, subsea, commissioning, piping, mechanical, operations, engineer",2026-08-21 09:42:17,
78,T&amp;I (Transportation &amp; Installation) Coordinator,Saipem,Qatar,Qatar,2026-07-20,https://app.ncoreplat.com/jobposition/805913/t-amp-i-transportation-amp-installation-coordinator-qa/saipem-spa-qatar-branch,saipem,Asset Based (no Drilling),,"Qatar, offshore, commissioning, shutdown, hse, safety, operations, engineer, procurement, project",2026-08-21 12:46:29,
78,Construction Engineer,Saipem,Nigeria,Nigeria,2026-07-14,https://app.ncoreplat.com/jobposition/805143/construction-engineer-ng/global-projects-services-ag,saipem,Energy Carriers,,"Nigeria, offshore, drilling, safety, production, superintendent, engineer, procurement, project, rotational",2026-08-21 12:46:29,
78,Procurement QC Supervisor,Saipem,Saudi Arabia,Saudi Arabia,2026-06-10,https://app.ncoreplat.com/jobposition/800447/procurement-qc-supervisor-sa/snamprogetti-saudi-arabia-co-ltd,saipem,Supply Chain,,"Saudi Arabia, offshore, ndt, qa/qc, inspection, safety, supervisor, engineer, procurement, project",2026-08-21 12:46:29,
77,ASI (Ancillary Site Infrastructure) Other Superintendent,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/C0TfCwcTf,aldelia,,fixedTerm,"Mozambique, commissioning, hse, safety, mechanical, electrical, civil, structural, superintendent, project",2026-08-21 05:20:38,
77,Package Superintendent - Warm End,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/zzBEnjPx6,aldelia,,permanent,"Mozambique, lng, commissioning, hse, safety, superintendent, project, rotational",2026-08-21 05:20:38,
77,OSBL Area 4 Manager (Power Generation),Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/UXjXfrncV,aldelia,,permanent,"Mozambique, lng, commissioning, piping, hse, safety, civil, manager, project",2026-08-21 05:20:38,
77,ToolPusher (Jack-up/JU),Aldelia,United Arab Emirates,United Arab Emirates,,https://app.beehire.com/invite/Z2HEq-Dh2,aldelia,,fixedTerm,"United Arab Emirates, offshore, subsea, drilling, workover, hse, operations, supervisor, project",2026-08-21 05:20:38,
77,Projects QA/QC Inspector (E/I),NES Fircroft,Qatar Ras Laffan,Qatar,2026-08-17,https://www.nesfircroft.com/job/projects-qaqc-inspector-ei/,nesfircroft,Oil & Gas,Contract,"Qatar, lng, qa/qc, inspector, electrical, instrumentation",2026-08-21 09:03:53,
77,Job Title: Lead Commissioning Engineer - Electrical & Instrumentation (E&I) – WHT’s Subsea Cable,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-06,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Job-Title--Lead-Commissioning-Engineer---Electrical---Instrumentation--E-I----WHT-s-Subsea-Cable_R2127827/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, subsea, commissioning, electrical, instrumentation, engineer, project",2026-08-21 09:42:17,
76,Senior Instrument Commissioning Engineer,Aldelia,"Dubai - United Arab Emirates, Dubai, United Arab Emirates",United Arab Emirates,,https://app.beehire.com/invite/xqD5KOBHO,aldelia,,permanent,"United Arab Emirates, commissioning, safety, electrical, instrumentation, instrument, reliability, operations, engineer, project",2026-08-21 05:20:38,
76,Commissioning Site Leader ‐ Well‐pad & Pipeline,Aldelia,"Bulisa, Uganda, Uganda",Uganda,,https://app.beehire.com/invite/4ef9TMzD8,aldelia,,fixedTerm,"Uganda, offshore, commissioning, pipeline, maintenance, operations, production, project, rotational",2026-08-21 05:20:38,
76,Lifting Appointed Person,Airswift,"ABU DHABI, United Arab Emirates",United Arab Emirates,2026-08-19,https://www.airswift.com/jobs/lifting-appointed-person-1278923,airswift,,Contract,"United Arab Emirates, offshore, inspection, hse, mechanical, operations, project",2026-08-21 05:56:16,
75,Precom Umbilicals Engineer,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/v8LtEtpE1,aldelia,,fixedTerm,"Mozambique, offshore, commissioning, pipeline, hse, safety, operations, engineer, project",2026-08-21 05:20:38,
75,Driller (Jack-up/JU),Aldelia,United Arab Emirates,United Arab Emirates,,https://app.beehire.com/invite/Whu-hwr7T,aldelia,,fixedTerm,"United Arab Emirates, offshore, subsea, drilling, safety, maintenance, operations, supervisor, project",2026-08-21 05:20:38,
75,HSE Engineer,Saipem,Angola,Angola,2026-08-18,https://app.ncoreplat.com/jobposition/808770/hse-engineer-ao/saipem-luxembourg-angola-branch,saipem,Energy Carriers,,"Angola, offshore, hse, safety, engineer, procurement, project",2026-08-21 12:46:29,
75,Marine Pilot,Saipem,Mozambique,Mozambique,2026-08-11,https://app.ncoreplat.com/jobposition/808337/marine-pilot-mz/global-projects-services-ag,saipem,Energy Carriers,,"Mozambique, lng, offshore, safety, operations, engineer, manager, project, camp",2026-08-21 12:46:29,
75,"General Manager, Field Production (Shipbuilding)",WTS Energy,Saudi Arabia,Saudi Arabia,2026-08-05,https://www.wtsenergy.com/job/general-manager-field-production-shipbuilding/,wtsenergy,,FULL_TIME,"Saudi Arabia, commissioning, quality control, inspection, safety, operations, production, manager, project",2026-08-21 07:56:15,
75,Risk Management Specialist,WTS Energy,Nigeria,Nigeria,2026-08-03,https://www.wtsenergy.com/job/risk-management-specialist/,wtsenergy,,PART_TIME,"Nigeria, offshore, drilling, qa/qc, hse, production, contracts, project",2026-08-21 07:56:15,
75,Project Safety Officer,Airswift,"Doha, Ad Dawhah, Qatar",Qatar,2026-07-13,https://www.airswift.com/jobs/project-safety-officer-1276909,airswift,,Contract,"Qatar, commissioning, inspection, hse, safety, supervisor, engineer, contracts, project, residential",2026-08-21 05:56:16,
75,Vessel ICT Technician,Saipem,Offshore,Saudi Arabia,2026-06-29,https://app.ncoreplat.com/jobposition/803239/vessel-ict-technician-sa/global-projects-services-ag,saipem,Asset Based (no Drilling),,"Saudi Arabia, offshore, drilling, safety, electrical, maintenance, technician, project, rotational",2026-08-21 12:46:29,rotational
74,Project Manager - Upstream oil & gas Sector,Aldelia,Tanzania,Tanzania,,https://app.beehire.com/invite/XuOgrgj2C,aldelia,,permanent,"Tanzania, inspection, hse, integrity, maintenance, operations, production, superintendent, manager, project",2026-08-21 05:20:38,
74,Surface Quality Surveillance Leader,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/ffJciInFo,aldelia,,fixedTerm,"Uganda, qa/qc, quality control, inspection, hse, engineer, manager, procurement, document control, project",2026-08-21 05:20:38,
74,Lead Contract & Procurement Engineer (Locals),Aldelia,Namibia,Namibia,,https://app.beehire.com/invite/Dl3ysJV2G,aldelia,,permanent,"Namibia, offshore, drilling, wells, safety, integrity, engineer, contracts, procurement",2026-08-21 05:20:38,
