score,title,company,location,countries,posted,url,source,department,contract_type,matched,first_seen,flags
57,Lead Planning and Cost Engineer - Offshore Subsea Project - Pkg 2,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-28,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Lead-Planning-and-Cost-Engineer---Offshore-Subsea-Project---Pkg-2_R2126547/apply,kbr,Operations Support Group,Full time,"United Arab Emirates, offshore, subsea, engineer, project",2026-08-21 09:42:17,
57,"Interface Manager - Offshore , Offshore Subsea Project - Pkg 2",KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-28,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Interface-Manager----Offshore---Offshore-Subsea-Project---Pkg-2_R2126380/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, subsea, manager, project",2026-08-21 09:42:17,
57,Junior Maintenance Technician – Engine,WTS Energy,Nigeria,Nigeria,2026-07-23,https://www.wtsenergy.com/job/junior-maintenance-technician-engine-3/,wtsenergy,,PART_TIME,"Nigeria, safety, maintenance, technician, engineer, manager",2026-08-21 07:56:15,
57,Specialist Civil Structural Engineer – Offshore Water Injection Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-15,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Specialist-Civil-Structural-Engineer---Offshore-Water-Injection-Project_R2126555/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, civil, structural, engineer, project",2026-08-21 09:42:17,
57,Specialist Rotating Equipment Engineer – Offshore Water Injection Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-15,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Specialist-Rotating-Equipment-Engineer---Offshore-Water-Injection-Project_R2126310/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, rotating equipment, engineer, project",2026-08-21 09:42:17,
57,Lead Civil Engineer – Offshore Island Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-08,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Lead-Civil-Engineer---Offshore-Island-Project_R2126220/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, civil, structural, engineer, project",2026-08-21 09:42:17,
57,Specialist Procurement – Engineer ( Offshore Island Project),KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-08,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Specialist-Procurement---Engineer----Offshore-Island-Project-_R2126142/apply,kbr,Operations Support Group,Full time,"United Arab Emirates, offshore, production, engineer, procurement, project",2026-08-21 09:42:17,
57,Lead Rotating Equipment Engineer – Offshore Island Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-08,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Lead-Rotating-Equipment-Engineer---Offshore-Island-Project_R2126225/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, rotating equipment, engineer, project",2026-08-21 13:16:17,
56,"Principal Engineer - Proposals in Sharjah, United Arab Emirates",Petrofac,,United Arab Emirates,,https://petrofac.referrals.selectminds.com/jobs/principal-engineer-proposals-12183,petrofac,,,"United Arab Emirates, mechanical, supervisor, engineer, procurement, project",2026-08-21 12:40:17,
56,"Senior Instrument Field Engineer, NA",Airswift,"NA, Tanzania","Tanzania, Namibia",,https://www.airswift.com/jobs/senior-instrument-field-engineer-1276873,airswift,,,"Tanzania, Namibia, offshore, safety, instrument, engineer",2026-08-21 05:56:16,
56,HSE Officer South Africa,Aldelia,"Midrand, Afrique du Sud, Midrand, Afrique du Sud",South Africa,,https://app.beehire.com/invite/D1Se7_m23,aldelia,,fixedTerm,"South Africa, hse, safety, maintenance, operations",2026-08-21 05:20:38,
56,Carbon Program Director,Aldelia,Uganda,Uganda,,https://app.beehire.com/invite/0887SlxYA,aldelia,,fixedTerm,"Uganda, qa/qc, integrity, manager, project",2026-08-21 05:20:38,
56,FACTORY ELECTRICIANS,Aldelia,Rwanda,Rwanda,,https://app.beehire.com/invite/meZbUXCj6,aldelia,,fixedTerm,"Rwanda, safety, electrical, operations, project, residential",2026-08-21 05:20:38,
56,MACHINE TOOL TECHNICIANS,Aldelia,Rwanda,Rwanda,,https://app.beehire.com/invite/tvv_ZHvLp,aldelia,,fixedTerm,"Rwanda, mechanical, maintenance, production, project, residential",2026-08-21 05:20:38,
56,QA/QC Lead,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/ksEe26n0F,aldelia,,fixedTerm,"Mozambique, qa/qc, inspector, supervisor",2026-08-21 05:20:38,
56,Social Performance Lead (Locals),Aldelia,Namibia,Namibia,,https://app.beehire.com/invite/kJhCoTGq2,aldelia,,permanent,"Namibia, hse, reliability, operations, manager",2026-08-21 05:20:38,
56,SBC ADMINISTRATOR Mechanical,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-21,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/27480,wood,,,"United Arab Emirates, mechanical",2026-08-21 12:31:30,
56,Lead Quality & Inspection Plant,Wood,"Al-Khobar, Saudi Arabia",Saudi Arabia,2026-08-20,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/25641,wood,,,"Saudi Arabia, inspection",2026-08-21 07:51:25,
56,"Specialist, Petrophysics",ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-20,https://jobs.adnoc.ae/us/en/job/AGLAGPAE32648EXTERNALENUS/specialist-petrophysics,adnoc,"Projects, Engineering & Operations",External,"United Arab Emirates, wells",2026-08-21 09:38:29,
56,Scaffolding & Refractory Supervisor - India Recruitment Event,QatarEnergy LNG,"Ras Laffan North, QA",Qatar,2026-08-19,https://careers.qatarenergylng.qa/job/Ras-Laffan-North-Scaffolding-&amp;-Refractory-Supervisor-India-Recruitment-Event/1404891533/,qatarenergylng,Onshore & Offshore Operations,,"Qatar, supervisor",2026-08-21 07:51:29,
56,Workshop Fabrication Supervisor - India Recruitment Event,QatarEnergy LNG,"Ras Laffan North, QA",Qatar,2026-08-19,https://careers.qatarenergylng.qa/job/Ras-Laffan-North-Workshop-Fabrication-Supervisor-India-Recruitment-Event/1404875633/,qatarenergylng,Onshore & Offshore Operations,,"Qatar, supervisor",2026-08-21 07:51:29,
56,Workshop Machining Supervisor - India Recruitment Event,QatarEnergy LNG,"Ras Laffan North, QA",Qatar,2026-08-19,https://careers.qatarenergylng.qa/job/Ras-Laffan-North-Workshop-Machining-Supervisor-India-Recruitment-Event/1404926033/,qatarenergylng,Onshore & Offshore Operations,,"Qatar, supervisor",2026-08-21 07:51:29,
56,Valve Supervisor - India Recruitment Event,QatarEnergy LNG,"Ras Laffan North, QA",Qatar,2026-08-19,https://careers.qatarenergylng.qa/job/Ras-Laffan-North-Valve-Supervisor-India-Recruitment-Event/1404916133/,qatarenergylng,Onshore & Offshore Operations,,"Qatar, supervisor",2026-08-21 07:51:29,
56,HVAC & Lighting Supervisor - India Recruitment Event,QatarEnergy LNG,"Ras Laffan North, QA",Qatar,2026-08-19,https://careers.qatarenergylng.qa/job/Ras-Laffan-North-HVAC-&amp;-Lighting-Supervisor-India-Recruitment-Event/1404911133/,qatarenergylng,Onshore & Offshore Operations,,"Qatar, supervisor",2026-08-21 07:51:29,
56,Rigging & Lifting Supervisor - India Recruitment Event,QatarEnergy LNG,"Ras Laffan North, QA",Qatar,2026-08-19,https://careers.qatarenergylng.qa/job/Ras-Laffan-North-Rigging-&amp;-Lifting-Supervisor-India-Recruitment-Event/1404929133/,qatarenergylng,Onshore & Offshore Operations,,"Qatar, supervisor",2026-08-21 07:51:29,
56,Painting & Insulation Supervisor - India Recruitment Event,QatarEnergy LNG,"Ras Laffan North, QA",Qatar,2026-08-19,https://careers.qatarenergylng.qa/job/Ras-Laffan-North-Painting-&amp;-Insulation-Supervisor-India-Recruitment-Event/1404880533/,qatarenergylng,Onshore & Offshore Operations,,"Qatar, supervisor",2026-08-21 07:51:29,
56,Construction Supervisor (Building Services),Kintec Global,Middle East,Qatar,2026-08-17,https://www.kintecglobal.com/job/construction-supervisor-building-services/,kintec,,,"Qatar, mechanical, supervisor",2026-08-21 08:57:56,
56,Construction Supervisor (Infrastructure),Kintec Global,Middle East,Qatar,2026-08-17,https://www.kintecglobal.com/job/construction-supervisor-infrastructure/,kintec,,,"Qatar, mechanical, supervisor",2026-08-21 08:57:56,
56,Construction Supervisor (MECH) (Pos. 11.11.6 / 11.11.7),Kintec Global,Middle East,Qatar,2026-08-17,https://www.kintecglobal.com/job/construction-supervisor-mech-pos-11116--11117/,kintec,,,"Qatar, mechanical, supervisor",2026-08-21 08:57:56,
56,Site Instrumentation and Control Engineer - Power and Water,Kintec Global,Middle East,Qatar,2026-08-16,https://www.kintecglobal.com/job/site-instrumentation-and-control-engineer---power-and-water/,kintec,,,"Qatar, instrumentation, engineer",2026-08-21 08:57:56,
56,Accountant,Kintec Global,Middle East,Qatar,2026-08-16,https://www.kintecglobal.com/job/accountant-5313/,kintec,,,"Qatar, integrity, operations",2026-08-21 08:57:56,
56,EOI - Senior Integrity Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-14,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31553,wood,,,"United Arab Emirates, integrity, engineer",2026-08-21 07:51:25,
56,EOI - Specialist Integrity Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-14,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31556,wood,,,"United Arab Emirates, integrity, engineer",2026-08-21 07:51:25,
56,PMC Construction Engineer - Piping,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-14,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31585,wood,,,"United Arab Emirates, piping, engineer",2026-08-21 07:51:25,
56,Operations Advisor,KBR,"Basra, Iraq",Iraq,2026-08-14,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Basra-Al-Barah-Iraq/Operations-Advisor_R2127076/apply,kbr,"Engineering, Technology, & Science",Full time,"Iraq, hse, safety, operations",2026-08-21 09:42:17,
56,"Engineer, HSE",ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-13,https://jobs.adnoc.ae/us/en/job/AGLAGPAE32667EXTERNALENUS/engineer-hse,adnoc,"Health, Safety & Environment",External,"United Arab Emirates, hse, safety, engineer",2026-08-21 09:38:29,
56,"HSE Office, Site",KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-13,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/HSE-Office--Site_R2126464/apply,kbr,Support Services,Full time,"United Arab Emirates, hse, safety, operations",2026-08-21 09:42:17,
56,Principal Electrical Design Engineer,KBR,"Corniche, Al Khobar, Eastern Region, Saudi Arabia",Saudi Arabia,2026-08-12,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Corniche-Al-Khobar-Eastern-Region-Saudi-Arabia/Principal-Electrical-Design-Engineer_R2128188/apply,kbr,"Engineering, Technology, & Science",Full time,"Saudi Arabia, electrical, integrity, engineer",2026-08-21 09:42:17,
56,Water and Production Operations Supervisor,NES Fircroft,United Arab Emirates Abu Dhabi,United Arab Emirates,2026-08-12,https://www.nesfircroft.com/job/water-and-production-operations-supervisor-30698/,nesfircroft,Oil & Gas,Contract,"United Arab Emirates, operations, production, supervisor, camp",2026-08-22 05:07:12,
56,Principal Electrical Designer (Offshore),KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-11,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Principal-Electrical-Designer--Offshore-_R2128104/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, electrical, project",2026-08-21 09:42:17,
56,Project Engineer I - Buildings Projects,KBR,"Kuwait City, Kuwait",Kuwait,2026-08-10,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Kuwait-City-Kuwait/Project-Engineer-I---Buildings-Projects_R2128016/apply,kbr,Logistics & Government Services,Full time,"Kuwait, commissioning, engineer, project",2026-08-21 09:42:17,
56,HSE Engineer,NES Fircroft,United Arab Emirates Abu Dhabi,United Arab Emirates,2026-08-10,https://www.nesfircroft.com/job/hse-engineer-30987/,nesfircroft,"Power Generation, T&D",Contract,"United Arab Emirates, hse, safety, engineer",2026-08-22 05:07:12,
56,Utilities Commissioning Superintendent,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-06,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31400,wood,,,"United Arab Emirates, commissioning, superintendent",2026-08-21 07:51:25,
56,Lead Safety Engineer - HSE (Design),Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-05,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31351,wood,,,"United Arab Emirates, hse, safety, engineer",2026-08-21 07:51:25,
56,Sr. Static Technician,KBR,"Rabigh, Makkah, Saudi Arabia",Saudi Arabia,2026-07-22,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Saudi-Arabia-Rabigh/Sr-Static-Technician_R2126994/apply,kbr,Construction Services,Full time,"Saudi Arabia, piping, safety, maintenance, technician",2026-08-21 09:42:17,
56,Specialist Piping Engineer – Offshore Water Injection Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-15,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Specialist-Piping-Engineer---Offshore-Water-Injection-Project_R2126567/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, piping, engineer, project",2026-08-21 09:42:17,
56,Sr. 3D Model Application Engineer – Offshore Water Injection Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-15,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Sr-3D-Model-Application-Engineer---Offshore-Water-Injection-Project_R2126570/apply,kbr,Support Services,Full time,"United Arab Emirates, offshore, integrity, engineer, project",2026-08-21 13:16:17,
56,Lead Piping Engineer – Offshore Island Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-09,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Lead-Piping--Engineer---Offshore-Island-Project_R2126282/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, piping, engineer, project",2026-08-21 13:16:17,
56,Lead Material Engineer – Offshore Island Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-09,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Lead-Material-Engineer---Offshore-Island-Project_R2126276/apply,kbr,Operations Support Group,Full time,"United Arab Emirates, offshore, corrosion, engineer, project",2026-08-21 13:16:17,
56,Lead Process Engineer – Offshore Island Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-08,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Lead-Process-Engineer---Offshore-Island-Project_R2126227/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, process engineer, engineer, project",2026-08-21 09:42:17,
56,PMC Commissioning Superintendent - Mechanical,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-29,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30511,wood,,,"United Arab Emirates, commissioning, mechanical, superintendent",2026-08-21 07:51:25,
56,PMC Commissioning Superintendent - Electrical,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-29,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30513,wood,,,"United Arab Emirates, commissioning, electrical, superintendent",2026-08-21 07:51:25,
56,Electrical Planner,KBR,"Jubail, Saudi Arabia",Saudi Arabia,2026-06-15,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Jubail-Saudi-Arabia/Electrical-Planner_R2121636/apply,kbr,Operations Support Group,Full time,"Saudi Arabia, mechanical, electrical, maintenance, planner",2026-08-21 09:42:17,
55,QSSU-SINOPEC-PMI-PIPING & MECHANICAL INSPECTOR,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020337206/QSSU-SINOPEC-PMI-PIPING-MECHANICAL-INSPECTOR,qsourcing,,Full time,"Uganda, piping, inspector, mechanical",2026-08-21 13:09:56,
55,Commissioning Planning Engineer,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/Cez4D12_v,aldelia,,fixedTerm,"Mozambique, commissioning, engineer, contracts, project",2026-08-21 05:20:38,
55,Tendering Specialist _ Nigeria (Internal Recruitment),Aldelia,"Lagos, Nigeria, Lagos, Nigeria",Nigeria,,https://app.beehire.com/invite/YcXyTjKxv,aldelia,,permanent,"Nigeria, operations, supervisor, manager, contracts, project",2026-08-21 05:20:38,
55,PMC Site Quality Manager,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-21,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31654,wood,,,"United Arab Emirates, manager",2026-08-21 07:51:25,
55,Procurement Expeditor,NES Fircroft,Qatar Doha,Qatar,2026-08-21,https://www.nesfircroft.com/job/procurement-expeditor-31262/,nesfircroft,Oil & Gas,Contract,"Qatar, procurement",2026-08-21 13:10:25,
55,Group Strategic Investments Manager,ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-21,https://jobs.adnoc.ae/us/en/job/AGLAGPAE32743EXTERNALENUS/group-strategic-investments-manager,adnoc,Other,External,"United Arab Emirates, manager",2026-08-21 13:11:23,
55,Indirect Channel Excellence Manager,Shell,Cairo - New Cairo DS,Egypt,2026-08-20,https://shell.wd3.myworkdayjobs.com/en-US/shellcareers/job/Cairo---New-Cairo-DS/Indirect-Channel-Excellence-Manager_R209802,shell,,,"Egypt, manager",2026-08-21 05:23:28,
55,B2C Direct & BIWS Marketing Manager,Shell,Cairo - New Cairo DS,Egypt,2026-08-20,https://shell.wd3.myworkdayjobs.com/en-US/shellcareers/job/Cairo---New-Cairo-DS/B2C-Direct---BIWS-Marketing-Manager_R209780,shell,,,"Egypt, manager",2026-08-21 05:23:28,
55,Procurement Expeditor,Kintec Global,Middle East,Qatar,2026-08-20,https://www.kintecglobal.com/job/procurement-expeditor-5385/,kintec,,,"Qatar, procurement",2026-08-21 08:57:56,
55,"Manager, Business Development (Marketing)",ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-20,https://jobs.adnoc.ae/us/en/job/AGLAGPAE31837EXTERNALENUS/manager-business-development-marketing,adnoc,Other,External,"United Arab Emirates, manager",2026-08-21 09:38:29,
55,Concepts Manager,ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-20,https://jobs.adnoc.ae/us/en/job/AGLAGPAE32148EXTERNALENUS/concepts-manager,adnoc,"Projects, Engineering & Operations",External,"United Arab Emirates, manager",2026-08-21 09:38:29,
55,"Manager, Market Research",ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-20,https://jobs.adnoc.ae/us/en/job/AGLAGPAE30974EXTERNALENUS/manager-market-research,adnoc,Other,External,"United Arab Emirates, manager",2026-08-21 09:38:29,
55,"Analyst, Investment & Corporate Solutions",ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-20,https://jobs.adnoc.ae/us/en/job/AGLAGPAE31489EXTERNALENUS/analyst-investment-corporate-solutions,adnoc,Other,External,"United Arab Emirates, manager",2026-08-21 09:38:29,
55,Senior Construction Engineer - EIT,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-19,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31622,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
55,PMC Senior Planning Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-19,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31632,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
55,"Senior Accountant – Nairobi, Kenya",WTS Energy,Kenya,Kenya,2026-08-19,https://www.wtsenergy.com/job/senior-accountant-nairobi-kenya-2/,wtsenergy,,PART_TIME,"Kenya, operations",2026-08-21 07:56:15,
55,"Team Leader, Retail Lube",ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-19,https://jobs.adnoc.ae/us/en/job/AGLAGPAE32622EXTERNALENUS/team-leader-retail-lube,adnoc,Other,External,"United Arab Emirates, operations",2026-08-21 09:38:29,
55,Payments Manager,ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-19,https://jobs.adnoc.ae/us/en/job/AGLAGPAE32100EXTERNALENUS/payments-manager,adnoc,Other,External,"United Arab Emirates, manager",2026-08-21 09:38:29,
55,"Manager, Marketing Strategy",ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-19,https://jobs.adnoc.ae/us/en/job/AGLAGPAE32196EXTERNALENUS/manager-marketing-strategy,adnoc,Other,External,"United Arab Emirates, manager",2026-08-21 09:38:29,
55,Plans & Operations Analyst,KBR,"Alexandria, Virginia, United States of America",Egypt,2026-08-19,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Alexandria-Virginia/Plans---Operations-Analyst_R2128537/apply,kbr,Logistics & Government Services,Full time,"Egypt, operations",2026-08-22 05:17:40,
55,Senior Civil Designer,Wood,"Midrand, Gauteng, South Africa",South Africa,2026-08-18,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/29961,wood,,,"South Africa, civil",2026-08-21 07:51:25,
55,Field Doctor,KBR,"Basra, Iraq",Iraq,2026-08-18,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Basra-Al-Barah-Iraq/Field-Doctor_R2125538/apply,kbr,Logistics & Government Services,Full time,"Iraq, safety, operations",2026-08-21 09:42:17,
55,Construction Supervisor (Civil - Geotechnical),Kintec Global,Middle East,Qatar,2026-08-17,https://www.kintecglobal.com/job/construction-supervisor-civil---geotechnical/,kintec,,,"Qatar, civil, supervisor",2026-08-21 08:57:56,
55,Construction Supervisor (Civil),Kintec Global,Middle East,Qatar,2026-08-17,https://www.kintecglobal.com/job/construction-supervisor-civil-5346/,kintec,,,"Qatar, civil, supervisor",2026-08-21 08:57:56,
55,Maintenance Coordinator,KBR,"Basra, Iraq",Iraq,2026-08-17,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Basra-Al-Barah-Iraq/Maintenance-Coordinator_R2128346/apply,kbr,Logistics & Government Services,Full time,"Iraq, maintenance, operations",2026-08-21 09:42:17,
55,Site Mechanical Engineer - Power and Water,Kintec Global,Middle East,Qatar,2026-08-16,https://www.kintecglobal.com/job/site-mechanical-engineer---power-and-water-5309/,kintec,,,"Qatar, mechanical, engineer",2026-08-21 08:57:56,
55,Site Supervisor,NES Fircroft,United Arab Emirates Abu Dhabi,United Arab Emirates,2026-08-12,https://www.nesfircroft.com/job/site-supervisor-31054/,nesfircroft,Data Centre,Contract,"United Arab Emirates, commissioning, supervisor",2026-08-22 05:07:12,
55,Mechanical Maintenance Engineer,Wood,Equatorial Guinea,"Equatorial Guinea, Guinea",2026-08-11,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26674,wood,,,"Equatorial Guinea, Guinea, mechanical, maintenance, engineer",2026-08-21 07:51:25,
55,"ENGINEER, HSE (Field)(DGD)",ADNOC,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-08-11,https://jobs.adnoc.ae/us/en/job/AGLAGPAE32547EXTERNALENUS/engineer-hse-field-dgd,adnoc,"Health, Safety & Environment",External,"United Arab Emirates, hse, operations, engineer",2026-08-21 09:38:29,
55,Sr. Construction Supervisor (Electrical & Instrument),Kintec Global,Middle East,Qatar,2026-08-10,https://www.kintecglobal.com/job/sr-construction-supervisor-electrical--instrument/,kintec,,,"Qatar, electrical, instrument, supervisor",2026-08-21 08:57:56,
55,HSES Specialist,Kintec Global,Middle East,Egypt,2026-08-04,https://www.kintecglobal.com/job/hses-specialist/,kintec,,,"Egypt, project, residential, rotational",2026-08-22 05:12:15,rotational
55,"Static Technician (Level - I,II,III)",KBR,"Jubail, Saudi Arabia",Saudi Arabia,2026-08-02,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Jubail-Saudi-Arabia/Static-Technician--Level---I-II-III-_R2127634/apply,kbr,Construction Services,Full time,"Saudi Arabia, safety, maintenance, technician",2026-08-21 09:42:17,
55,Construction Manager / Superintendent - Electrical & Instrument,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-28,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31201,wood,,,"United Arab Emirates, electrical, instrument, superintendent, manager",2026-08-21 07:51:25,
55,"Lead, Data Governance",Airswift,"Doha, Qatar",Qatar,2026-07-27,https://www.airswift.com/jobs/lead-data-governance-1277665,airswift,,Contract,"Qatar, integrity, maintenance, operations, contracts",2026-08-21 05:56:16,
55,Civil Supervisor (Papua LNG),Wood,"Port Moresby, Papua New Guinea",Guinea,2026-07-17,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30858,wood,,,"Guinea, lng, civil, supervisor",2026-08-21 07:51:25,
55,Electrical technician,KBR,"Al-Jubail, Eastern Region, Saudi Arabia",Saudi Arabia,2026-07-16,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Al-Jubail-Saudi-Arabia/Electrical-technician_R2126681/apply,kbr,Construction Services,Full time,"Saudi Arabia, safety, electrical, maintenance, technician",2026-08-21 09:42:17,
55,Specialist Electrical Engineer – Offshore Water Injection Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-15,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Specialist-Electrical-Engineer---Offshore-Water-Injection-Project_R2126311/apply,kbr,"Engineering, Technology, & Science",Full time,"United Arab Emirates, offshore, electrical, engineer, project",2026-08-21 09:42:17,
55,Senior Project Controls Manager – Offshore Water Injection Project,KBR,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-15,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Abu-Dhabi-United-Arab-Emirates/Senior-Project-Controls-Manager---Offshore-Water-Injection-Project_R2126313/apply,kbr,Operations Support Group,Full time,"United Arab Emirates, offshore, manager, cost control, project",2026-08-21 09:42:17,
